<head>
width=25
height=15
Coin=0
Quest=0
Tube=1
Plat=3
Gap=0
Floor=1
Objects=5
</head>
<matrix>
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,132,133,133,133,133,133,134,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,148,149,149,149,149,149,150,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,148,149,149,149,149,149,150,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,11,0,0,148,149,149,149,149,149,150,0,0,0,0,0,0
0,0,0,0,0,0,0,0,26,27,0,0,148,149,149,149,149,149,150,134,0,0,0,0,0
0,0,0,132,134,0,0,0,26,27,0,0,148,149,149,149,149,149,150,150,0,0,0,0,0
0,0,0,148,150,0,0,0,26,27,0,0,148,149,149,149,149,149,150,150,0,0,0,0,0
0,0,0,148,150,0,132,133,133,133,134,0,148,149,149,149,149,149,150,150,0,0,0,0,0
0,0,0,148,150,0,148,149,149,149,150,0,148,149,149,149,149,149,150,150,0,0,0,0,0
129,129,129,129,129,129,130,149,149,149,150,0,148,149,149,149,149,149,150,150,128,129,129,129,129
145,145,145,145,145,145,146,145,145,145,150,0,148,145,145,145,145,145,150,150,144,145,145,145,145
</matrix>
