<head>
width=25
height=15
Coin=1
Quest=0
Tube=1
Plat=2
Gap=0
Floor=1
Objects=5
</head>
<matrix>
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,0,0,0,0,0
0,0,0,0,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,0,0,0,0,0
0,0,0,0,148,149,149,149,149,149,149,132,133,133,133,134,149,149,149,150,0,0,0,0,0
0,0,0,0,148,149,149,149,149,149,149,148,149,149,149,150,149,149,149,150,0,0,0,0,0
0,0,0,0,148,149,149,149,149,149,149,148,149,149,149,150,149,149,149,150,0,0,0,0,0
0,0,0,0,148,149,149,149,149,149,149,148,149,149,149,150,20,149,149,150,0,0,0,0,0
0,0,0,0,148,149,149,149,149,149,149,148,149,149,149,150,149,149,149,150,32,0,0,0,0
0,0,0,0,148,149,149,149,149,149,149,148,149,149,149,150,149,149,149,150,0,0,0,0,0
0,0,0,0,148,149,149,149,149,149,149,148,149,149,149,150,133,133,133,134,0,0,0,0,0
0,0,0,32,148,149,149,149,149,149,149,148,149,149,149,150,149,149,149,150,0,32,0,0,0
0,0,0,0,148,149,149,149,149,149,149,10,11,149,149,150,149,149,149,150,0,0,0,0,0
0,0,0,0,148,149,149,149,149,149,149,26,27,149,149,150,149,149,149,150,0,0,0,0,0
129,129,129,129,129,129,129,129,129,129,129,129,130,149,149,150,149,149,149,150,0,128,129,129,129
145,145,145,145,145,145,145,145,145,145,145,145,146,145,145,150,145,145,145,150,0,144,145,145,145
</matrix>
