<head>
width=30
height=15
Coin=1
Quest=0
Tube=0
Plat=1
Gap=0
Floor=1
Objects=3
</head>
<matrix>
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,132,133,133,133,133,133,133,133,133,133,134,32,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,149,149,149,149,149,149,149,149,149,150,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,149,149,149,149,149,149,149,149,149,150,0,0,0
0,0,0,16,16,16,16,16,16,0,0,0,0,0,0,148,149,149,149,149,149,149,149,149,149,150,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,132,133,133,148,149,149,149,149,149,149,149,149,149,150,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,148,149,149,148,149,149,149,149,149,149,149,149,149,150,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,148,149,149,148,149,149,149,149,149,149,149,149,149,150,0,0,0
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
</matrix>
