<head>
width=30
height=15
Coin=2
Quest=1
Tube=0
Plat=2
Gap=0
Floor=1
Objects=6
</head>
<matrix>
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,134,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,150,0,0,0,0,0,0
0,0,0,0,0,0,0,0,32,0,0,132,134,0,0,0,0,0,0,0,0,0,148,150,0,0,0,132,133,134
0,0,0,0,0,0,0,0,0,0,0,148,150,0,0,0,0,0,0,0,0,0,148,150,0,0,0,148,149,150
0,0,0,32,0,0,0,0,0,0,0,148,150,0,0,0,0,0,32,0,0,0,148,150,0,0,0,148,149,150
0,0,0,0,0,0,0,0,0,0,0,148,150,0,0,0,0,132,20,133,133,133,148,150,133,133,134,148,149,150
0,0,0,0,0,20,0,0,0,0,0,148,150,0,0,0,0,148,149,149,149,149,148,150,149,149,150,148,149,150
0,0,0,0,0,0,0,0,0,0,0,148,150,0,0,0,0,148,149,149,149,149,148,150,149,149,150,148,149,150
0,0,0,0,0,0,0,0,0,0,0,148,150,0,0,0,0,148,20,149,149,149,148,150,149,149,150,148,149,150
0,0,0,0,0,0,0,0,0,0,0,148,150,0,0,0,0,148,149,149,149,149,148,150,149,149,150,148,149,150
0,0,0,0,0,132,133,133,133,134,0,148,150,0,0,0,0,148,149,149,149,149,148,150,149,149,150,148,149,150
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
</matrix>
