<head>
width=15
height=15
Coin=4
Quest=2
Tube=0
Plat=1
Gap=0
Floor=1
Objects=8
</head>
<matrix>
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,20,0,0,0,32,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,32,0,0,0,0,0,32,0,0
0,0,0,0,132,133,133,133,133,133,133,133,134,0,0
0,0,0,0,148,149,149,149,149,149,149,149,150,32,0
0,0,0,0,148,149,149,149,149,149,149,149,150,20,0
0,0,0,0,148,149,149,149,149,149,149,149,150,0,0
0,0,0,0,148,149,149,149,149,149,149,149,150,0,0
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
</matrix>
