<head>
width=30
height=15
Coin=5
Quest=0
Tube=0
Plat=4
Gap=0
Floor=1
Objects=10
</head>
<matrix>
0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,132,133,134,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,148,149,150,133,133,133,132,134,133,133,133,133,133,133,133,133,133,133,133,134,0,0
0,0,0,0,0,0,0,0,148,149,150,149,149,149,148,150,149,149,149,149,149,149,149,149,149,149,149,150,0,0
132,133,134,0,0,32,0,0,148,149,150,149,149,149,148,150,149,149,149,149,149,149,149,149,149,149,149,150,0,0
148,149,150,0,0,32,0,0,148,149,150,149,149,149,148,150,149,149,149,149,149,149,149,149,149,149,149,150,0,0
148,149,150,0,0,0,0,0,148,149,150,149,149,149,148,150,20,149,149,149,149,149,149,149,149,149,149,150,0,0
148,149,150,0,0,0,0,0,148,149,150,149,149,149,148,150,149,149,149,149,149,149,149,149,149,149,149,150,0,0
148,149,150,0,0,0,0,0,148,149,150,149,149,149,148,150,149,149,149,149,149,149,149,149,149,149,149,150,0,0
148,149,150,0,0,0,0,0,148,149,150,132,133,133,133,133,133,134,149,149,149,149,149,149,149,149,149,150,0,0
148,149,150,0,32,0,0,0,148,149,150,148,149,149,149,149,149,150,149,149,149,149,149,149,149,149,149,150,0,0
148,149,150,0,0,0,0,0,148,149,150,148,149,149,149,149,149,150,149,149,149,149,149,149,149,149,149,150,0,0
148,149,150,0,0,0,0,0,148,149,150,148,149,149,149,149,149,150,149,149,149,149,149,149,149,149,149,150,0,0
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
</matrix>
