<head>
width=15
height=15
Coin=8
Quest=0
Tube=0
Plat=0
Gap=0
Floor=1
Objects=6
</head>
<matrix>
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,034,034,034,034,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,034,034,034,034,000
000,000,000,000,132,133,133,134,000,000,000,000,000,000,000
000,000,000,000,148,149,149,150,000,000,000,000,000,000,000
000,000,000,000,148,149,149,150,000,000,132,133,133,134,000
000,000,000,000,148,149,149,150,000,000,148,149,149,150,000
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
</matrix>
