<head>
width=15
height=15
Coin=3
Quest=1
Tube=0
Plat=2
Gap=0
Floor=1
Objects=8
</head>
<matrix>
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,020,000,032,032,032,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,132,133,133,133,133,133,133,133,134,000,000
000,000,000,000,148,149,149,149,149,149,149,149,150,000,000
000,000,000,000,148,149,149,149,149,149,149,149,150,009,000
000,000,000,000,148,149,149,149,149,149,149,149,150,000,000
000,000,000,000,148,149,149,149,149,149,149,149,150,000,000
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
</matrix>
