<head>
width=15
height=15
Coin=5
Quest=0
Tube=0
Plat=1
Gap=0
Floor=1
Objects=6
</head>
<matrix>
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,032,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,032,000,032,000,000,000,032,000,000
000,000,000,000,000,000,000,000,000,000,000,032,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
</matrix>
