<head>
width=30
height=15
Coin=3
Quest=0
Tube=1
Plat=3
Gap=0
Floor=1
Objects=8
</head>
<matrix>
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,150,0,0,0,0,0,0,0,0,32,0,0,0,0,0
0,0,0,0,0,0,0,0,32,0,0,0,0,0,148,150,0,0,0,0,0,0,0,0,132,134,0,0,0,0
0,0,0,0,0,0,0,0,10,11,0,0,0,0,148,150,0,0,0,0,0,0,0,0,148,150,132,133,133,134
0,0,0,0,0,0,0,0,26,27,0,0,0,0,148,150,0,0,0,0,0,0,0,0,148,150,148,149,149,150
0,0,0,0,0,0,0,0,26,27,0,0,0,0,148,150,0,0,0,0,0,0,0,0,148,150,148,149,149,150
0,0,0,132,133,133,133,133,133,133,133,134,0,0,148,150,0,32,0,0,0,0,0,0,148,150,148,149,149,150
0,0,0,148,149,149,149,149,149,149,149,150,0,0,148,150,0,0,0,0,0,0,0,0,148,150,148,149,149,150
0,0,0,148,149,149,149,149,149,149,149,150,0,32,148,150,0,0,0,0,0,0,0,0,148,150,148,149,149,150
0,0,0,148,149,149,149,149,149,149,149,150,0,0,148,150,0,0,0,0,0,0,0,0,148,150,148,149,149,150
0,0,0,148,149,149,149,149,149,149,132,133,133,133,148,150,133,133,133,133,133,134,0,0,148,150,148,149,149,150
0,0,0,148,149,149,149,149,149,149,148,149,149,149,148,150,149,149,149,149,149,150,0,0,148,150,148,149,149,150
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
</matrix>
