<head>
width=30
height=15
Coin=1
Quest=0
Tube=0
Plat=1
Gap=1
Floor=1
Objects=4
</head>
<matrix>
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,32,0,132,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,134
0,0,0,0,0,0,0,148,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,150
0,0,0,0,0,0,0,148,149,149,149,149,149,149,149,10,11,149,149,149,149,149,149,149,149,149,149,149,149,150
0,0,0,0,0,0,0,148,149,149,149,149,149,149,149,26,27,149,149,149,149,149,149,149,149,149,149,149,149,150
129,129,129,129,129,129,129,130,149,149,149,149,149,128,129,129,129,130,149,149,149,149,149,149,149,149,149,149,128,129
145,145,145,145,145,145,145,146,145,145,145,145,145,144,145,145,145,146,145,145,145,145,145,145,145,145,145,145,144,145
</matrix>
