<head>
width=15
height=15
Coin=0
Quest=0
Tube=1
Plat=4
Gap=1
Floor=1
Objects=7
</head>
<matrix>
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,132,133,133,133,134
0,0,0,0,0,0,0,0,132,133,148,149,149,149,150
0,0,0,0,0,0,0,0,148,149,148,149,149,149,150
0,0,0,0,0,0,0,0,148,149,148,149,149,149,150
0,0,0,0,0,0,132,133,133,133,133,134,149,149,150
0,0,0,0,0,0,148,149,149,149,149,150,149,149,150
0,0,0,132,133,133,134,149,149,149,149,150,149,149,150
0,0,0,148,149,149,150,149,149,149,149,150,149,149,150
0,0,0,148,149,149,10,11,149,149,149,150,149,149,150
0,0,0,148,149,149,26,27,149,149,149,150,149,149,150
0,0,0,148,149,149,26,27,149,149,149,150,149,149,150
0,0,0,148,149,149,26,27,149,149,149,150,149,149,150
129,129,129,129,129,129,129,130,149,149,149,150,149,149,128
145,145,145,145,145,145,145,146,145,145,145,150,145,145,144
</matrix>
