<head>
width=20
height=15
Coin=0
Quest=0
Tube=1
Plat=3
Gap=0
Floor=1
Objects=5
</head>
<matrix>
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,134,133,133,133,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,150,149,149,149,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,150,149,149,149,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,150,149,149,149,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,150,149,149,149,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,150,149,149,149,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,150,149,149,149,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,150,149,149,149,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,150,149,149,149,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,150,149,149,149,150,0,0,0,10,11,0,0,0,0,0,0,0,0,0
132,133,133,134,149,150,132,133,133,26,27,133,133,133,133,133,134,0,0,0
148,149,149,150,149,150,148,149,149,26,27,149,149,149,149,149,150,0,0,0
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
</matrix>
