<head>
width=20
height=15
Coin=0
Quest=2
Tube=1
Plat=3
Gap=0
Floor=1
Objects=7
</head>
<matrix>
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,132,133,133,133,134,0,0,0
132,133,133,133,133,133,133,133,134,0,0,0,148,149,149,149,150,0,0,0
148,149,149,149,149,149,149,149,150,0,0,0,148,149,149,149,150,0,0,0
148,149,149,149,149,149,149,149,150,0,0,0,148,149,149,149,150,0,0,0
148,149,149,149,149,149,149,149,150,0,0,0,148,149,149,149,150,133,134,0
148,149,149,149,149,149,149,149,150,0,0,0,148,149,20,149,150,149,150,0
148,149,149,149,149,149,149,149,150,0,0,0,20,149,149,149,150,149,150,0
148,149,149,149,149,149,149,149,150,0,0,0,148,149,149,149,150,149,150,0
148,149,149,149,149,149,149,149,150,0,0,0,148,149,149,149,150,149,150,0
148,149,149,149,149,149,132,133,133,133,133,133,133,133,133,133,133,134,150,0
148,149,149,149,149,149,148,10,11,149,149,149,149,149,149,149,149,150,150,0
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
</matrix>
