<head>
width=30
height=15
Coin=2
Quest=0
Tube=1
Plat=2
Gap=0
Floor=1
Objects=6
</head>
<matrix>
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,132,133,133,133,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,148,149,149,149,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,148,149,149,149,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,148,149,149,149,150,10,11,0,0,0,0,0,32,0,0,0,0,0,0,0,0
0,32,0,0,0,0,0,0,0,148,149,149,149,150,26,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,32,0,0,148,149,149,149,150,26,27,0,0,0,0,0,0,0,0,0,0,132,133,134,0
0,0,0,0,0,0,0,0,0,148,149,149,149,150,26,27,0,0,0,0,0,0,32,0,0,0,148,149,150,0
0,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134,0
0,148,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,10,11,149,149,149,149,149,149,150,0
0,148,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,26,27,149,149,149,149,149,149,150,0
0,148,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,26,27,149,149,149,149,149,149,150,0
0,148,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,132,133,133,133,133,133,133,133,133,133,134
129,129,129,129,129,129,129,129,129,129,129,129,129,129,130,149,149,149,149,148,149,149,149,128,129,129,129,129,129,129
145,145,145,145,145,145,145,145,145,145,145,145,145,145,146,145,145,145,145,148,145,145,145,144,149,145,145,145,145,145
</matrix>
