<head>
width=30
height=15
Coin=2
Quest=0
Tube=1
Plat=3
Gap=0
Floor=1
Objects=11
</head>
<matrix>
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,132,133,133,133,133,133,134,32,0,0,0,0,0,0
0,0,0,0,0,0,0,0,32,0,148,149,149,149,149,149,150,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,148,149,149,149,149,149,150,134,0,0,0,0,0,0
0,0,0,0,0,0,132,133,133,133,148,149,149,149,149,149,150,150,0,0,0,0,0,0
0,0,0,32,0,0,148,149,149,149,148,149,149,149,149,149,150,150,0,0,0,0,0,0
0,0,0,0,0,0,148,149,149,149,148,149,149,149,149,149,150,150,0,0,0,0,0,0
0,0,132,133,134,0,148,149,149,149,148,149,149,149,149,149,150,150,0,0,0,0,0,0
0,0,148,149,150,0,148,149,149,149,148,149,149,149,149,149,150,150,0,0,0,0,0,0
0,0,148,149,4,4,148,149,149,149,148,149,149,149,149,149,150,150,0,0,0,0,0,0
0,0,148,4,4,0,148,149,149,149,148,149,149,149,149,149,150,150,0,0,0,0,0,0
10,11,133,134,150,0,148,149,149,149,148,149,149,149,149,149,150,150,0,0,0,0,0,0
26,27,149,150,150,0,148,149,149,149,148,149,149,149,149,149,150,150,10,11,0,0,0,0
129,129,129,130,150,0,148,149,149,149,148,149,149,149,149,149,150,149,128,129,129,129,129,129
</matrix>
