<head>
width=30
height=15
Coin=3
Quest=0
Tube=0
Plat=1
Gap=0
Floor=1
Objects=5
</head>
<matrix>
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,133,133,132,133,133,133,133,133
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,149,149,148,149,149,149,149,149
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,149,149,148,149,149,149,149,149
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,149,149,148,149,149,132,133,134
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,149,149,148,149,149,148,149,150
0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,148,149,149,148,149,149,148,149,150
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,149,149,148,149,149,148,149,150
0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,148,149,149,10,11,149,148,149,150
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,149,149,26,27,149,148,149,150
0,0,0,0,0,0,0,0,0,0,0,132,133,133,133,133,133,134,26,27,149,148,149,150
0,0,0,0,0,0,0,0,0,0,0,148,149,149,149,149,149,150,26,27,149,148,149,150
0,0,0,0,0,0,0,0,0,0,0,148,149,149,149,149,149,150,26,27,149,148,149,150
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
</matrix>
